FILEID|STUSAB|CHARITER|CIFSN|LOGRECNO|P0010001|P0010002|P0010003|P0010004|P0010005|P0010006|P0010007|P0010008|P0010009|P0010010|P0010011|P0010012|P0010013|P0010014|P0010015|P0010016|P0010017|P0010018|P0010019|P0010020|P0010021|P0010022|P0010023|P0010024|P0010025|P0010026|P0010027|P0010028|P0010029|P0010030|P0010031|P0010032|P0010033|P0010034|P0010035|P0010036|P0010037|P0010038|P0010039|P0010040|P0010041|P0010042|P0010043|P0010044|P0010045|P0010046|P0010047|P0010048|P0010049|P0010050|P0010051|P0010052|P0010053|P0010054|P0010055|P0010056|P0010057|P0010058|P0010059|P0010060|P0010061|P0010062|P0010063|P0010064|P0010065|P0010066|P0010067|P0010068|P0010069|P0010070|P0010071|P0020001|P0020002|P0020003|P0020004|P0020005|P0020006|P0020007|P0020008|P0020009|P0020010|P0020011|P0020012|P0020013|P0020014|P0020015|P0020016|P0020017|P0020018|P0020019|P0020020|P0020021|P0020022|P0020023|P0020024|P0020025|P0020026|P0020027|P0020028|P0020029|P0020030|P0020031|P0020032|P0020033|P0020034|P0020035|P0020036|P0020037|P0020038|P0020039|P0020040|P0020041|P0020042|P0020043|P0020044|P0020045|P0020046|P0020047|P0020048|P0020049|P0020050|P0020051|P0020052|P0020053|P0020054|P0020055|P0020056|P0020057|P0020058|P0020059|P0020060|P0020061|P0020062|P0020063|P0020064|P0020065|P0020066|P0020067|P0020068|P0020069|P0020070|P0020071|P0020072|P0020073
PLST|AL|000|01|0000001|5024279|4767326|3220452|1296162|33625|76660|2984|137443|256953|243473|45429|79559|18510|1449|80617|6301|2049|492|5421|266|77|1941|567|562|233|12093|4493|972|172|1441|912|138|2194|681|429|78|124|13|146|145|86|27|12|6|7|17|1191|304|64|516|80|47|4|35|48|7|25|31|7|4|15|4|187|89|78|13|0|5|2|9|9|5024279|264047|4760232|4575614|3171351|1288159|23119|75918|2612|14455|184618|175750|43911|77291|17974|1366|22551|6012|1939|456|2983|201|46|164|520|303|33|8085|3986|899|165|573|821|138|295|643|122|33|115|13|72|129|43|20|10|4|0|4|673|232|45|200|66|27|3|32|25|0|3|21|0|2|13|4|108|51|44|9|0|2|2|2|2
