NV,55.37
UT,46.5
ID,42.13
TX,39.77
AZ,39.39
FL,34.76
CO,34.23
GA,30.85
WA,30.73
NC,29.69
SC,27.58
DE,26.33
OR,23.85
VA,21.94
TN,21.47
ND,21.32
DC,20.54
MT,20.18
HI,20.12
SD,17.46
AK,16.98
WY,16.82
CA,16.73
MD,16.63
NM,16.41
MN,16.0
OK,14.74
NE,14.62
AL,12.98
AR,12.65
IN,11.6
KY,11.48
NH,11.47
MA,10.72
NJ,10.39
MO,10.0
WI,9.88
KS,9.28
IA,9.02
ME,6.86
NY,6.45
CT,5.88
PA,5.88
VT,5.63
RI,4.68
LA,4.22
MS,4.1
OH,3.93
IL,3.17
MI,1.4
