NV,27.68
UT,23.25
ID,21.07
TX,19.89
AZ,19.69
FL,17.38
CO,17.12
GA,15.42
WA,15.36
NC,14.85
SC,13.79
DE,13.17
OR,11.92
VA,10.97
TN,10.74
ND,10.66
DC,10.27
MT,10.09
HI,10.06
SD,8.73
AK,8.49
WY,8.41
CA,8.36
MD,8.31
NM,8.2
MN,8.0
OK,7.37
NE,7.31
AL,6.49
AR,6.32
IN,5.8
KY,5.74
NH,5.73
MA,5.36
NJ,5.2
MO,5.0
WI,4.94
KS,4.64
IA,4.51
ME,3.43
NY,3.23
CT,2.94
PA,2.94
VT,2.81
RI,2.34
LA,2.11
MS,2.05
OH,1.97
IL,1.58
MI,0.7
WV,-0.4
