UT,18.37
ID,17.32
TX,15.91
ND,15.83
NV,14.96
CO,14.8
DC,14.6
WA,14.58
FL,14.56
AZ,11.88
SC,10.66
OR,10.6
GA,10.57
DE,10.25
MT,9.58
NC,9.48
SD,8.9
TN,8.9
VA,7.88
MN,7.59
NE,7.4
MA,7.37
MD,6.99
HI,6.98
CA,6.13
NJ,5.65
OK,5.54
AL,5.12
IA,4.73
IN,4.65
NH,4.64
RI,4.26
NY,4.25
KY,3.84
WI,3.64
AR,3.28
AK,3.26
KS,2.97
NM,2.83
MO,2.77
VT,2.77
LA,2.74
ME,2.56
PA,2.36
WY,2.35
OH,2.28
MI,1.96
CT,0.89
